Model,Accuracy,Precision,Recall,F1,AUC,Train(s)
RandomForest,0.8629691050918248,0.7626016260162601,0.609724388975559,0.6776477387660743,0.915215375804417,14.539378333021887
XGBoost,0.8734721454456115,0.7781931464174455,0.6495059802392096,0.7080498866213152,0.9277697171417215,9.297792833996937
